com.google.javascript.jscomp.CheckSideEffects:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V CleanFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processGeneric(Lcom/google/javascript/rhino/head/Node;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.AstValidator:validateExprStmt(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:maybeCutLine()V NegFix
com.google.javascript.rhino.Node:isEquivalentTo(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.Node:detachFromParent()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:removeChild(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateRoot(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.rhino.Node:getChildBefore(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:getChildAtIndex(I)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.CodeConsumer:endStatement()V NegFix
com.google.javascript.jscomp.CodeConsumer:addIdentifier(Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.CodeGenerator:add(Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.CodeGenerator:addIdentifier(Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.CodeGenerator:identifierEscape(Ljava/lang/String;)Ljava/lang/String; NegFix
com.google.javascript.jscomp.Compiler:toSource(Lcom/google/javascript/rhino/Node;)Ljava/lang/String; NegFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:notePreferredLineBreak()V NegFix
com.google.javascript.rhino.Node:cloneTree()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:append(Ljava/lang/String;)V NegFix
com.google.javascript.rhino.Node$StringNode:isEquivalentTo(Lcom/google/javascript/rhino/Node;ZZ)Z NegFix
com.google.javascript.jscomp.AstValidator:validateName(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter:getLastChar()C NegFix
com.google.javascript.jscomp.CodeConsumer:isWordChar(C)Z NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setOutputCharset(Ljava/nio/charset/Charset;)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setSourceMapDetailLevel(Lcom/google/javascript/jscomp/SourceMap$DetailLevel;)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.Compiler:toSource(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/SourceMap;Z)Ljava/lang/String; NegFix
com.google.javascript.jscomp.CompilerOptions:getLanguageOut()Lcom/google/javascript/jscomp/CompilerOptions$LanguageMode; NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setPreferLineBreakAtEndOfFile(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setTagAsStrict(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.CodeChangeHandler$RecentChange:reset()V NegFix
com.google.javascript.rhino.Node:checkTreeEquals(Lcom/google/javascript/rhino/Node;)Ljava/lang/String; NegFix
com.google.javascript.rhino.Node:cloneNode()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setSourceMap(Lcom/google/javascript/jscomp/SourceMap;)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setLineLengthThreshold(I)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.AstValidator:validateNonEmptyString(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateNonNullString(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setLineBreak(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.AstValidator:validateCodeRoot(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateIsSynthetic(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:<init>(ZZIZLcom/google/javascript/jscomp/SourceMap$DetailLevel;)V NegFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:endFile()V NegFix
com.google.javascript.jscomp.AstValidator:<init>()V NegFix
com.google.javascript.jscomp.AstValidator:validateHasInputId(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateHasSourceName(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateNodeType(ILcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setPrettyPrint(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.CodeConsumer:<init>()V NegFix
com.google.javascript.jscomp.CodeConsumer:continueProcessing()Z NegFix
com.google.javascript.jscomp.CodeGenerator:<init>(Lcom/google/javascript/jscomp/CodeConsumer;Ljava/nio/charset/Charset;)V NegFix
com.google.javascript.jscomp.CodeGenerator:add(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodePrinter$Builder:<init>(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodePrinter$Builder:build()Ljava/lang/String; NegFix
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter:<init>(IZLcom/google/javascript/jscomp/SourceMap$DetailLevel;)V NegFix
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter:getCode()Ljava/lang/String; NegFix
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter:startSourceMapping(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.rhino.JSDocInfo:setAssociatedNode(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.rhino.JSDocInfo:setVisibility(Lcom/google/javascript/rhino/JSDocInfo$Visibility;)V NegFix
com.google.javascript.rhino.IR:script()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.Compiler:hoistNoCompileFiles()V NegFix
com.google.javascript.jscomp.Compiler:hasErrors()Z NegFix
com.google.javascript.jscomp.CompilerOptions$TracerMode:isOn()Z NegFix
com.google.javascript.rhino.IR:block([Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.IR:mayBeStatementNoReturn(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.IR:mayBeStatement(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.CodeChangeHandler$RecentChange:hasCodeChanged()Z NegFix
com.google.javascript.jscomp.Tracer:<init>(Ljava/lang/String;Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.Tracer:getThreadTrace()Lcom/google/javascript/jscomp/Tracer$ThreadTrace; NegFix
com.google.javascript.jscomp.Tracer:stop()J NegFix
com.google.javascript.jscomp.Tracer:stop(I)J NegFix
com.google.javascript.jscomp.BasicErrorManager:getWarningCount()I NegFix
com.google.javascript.rhino.IR:block()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory:newNode(ILcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.Compiler:initCompilerOptionsIfTesting()V NegFix
com.google.javascript.rhino.Node:isCall()Z NegFix
com.google.javascript.rhino.Node:isGetElem()Z NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processAssignment(Lcom/google/javascript/rhino/head/ast/Assignment;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:validAssignmentTarget(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.Node:isComma()Z NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processInfixExpression(Lcom/google/javascript/rhino/head/ast/InfixExpression;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:isExprResult()Z NegFix
com.google.javascript.jscomp.NodeUtil:isGet(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.NodeTraversal$AbstractPostOrderCallback:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.NodeUtil:getFunctionJSDocInfo(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/JSDocInfo; NegFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:annotateDispatchers(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.NodeUtil:isFunctionExpression(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.Node:isString()Z NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processBlock(Lcom/google/javascript/rhino/head/ast/Block;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory:newNode(ILcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.ComposeWarningsGuard:enables(Lcom/google/javascript/jscomp/DiagnosticGroup;)Z NegFix
com.google.javascript.rhino.Node:hasChildren()Z NegFix
com.google.javascript.jscomp.NodeUtil:isStatement(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.Node:getIntProp(I)I NegFix
com.google.javascript.jscomp.GoogleCodingConvention:<init>()V NegFix
com.google.javascript.jscomp.BasicErrorManager:getWarnings()[Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.jscomp.Compiler:getWarnings()[Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.jscomp.Compiler:init(Ljava/util/List;Ljava/util/List;Lcom/google/javascript/jscomp/CompilerOptions;)V NegFix
com.google.javascript.jscomp.Compiler:getParserConfig()Lcom/google/javascript/jscomp/parsing/Config; NegFix
com.google.javascript.jscomp.Compiler:makeCompilerInput(Ljava/util/List;Z)Ljava/util/List; NegFix
com.google.javascript.rhino.Node$IntPropListItem:getIntValue()I NegFix
com.google.javascript.jscomp.Compiler:initModules(Ljava/util/List;Ljava/util/List;Lcom/google/javascript/jscomp/CompilerOptions;)V NegFix
com.google.javascript.jscomp.Compiler:checkFirstModule(Ljava/util/List;)V NegFix
com.google.javascript.jscomp.Compiler:fillEmptyModules(Ljava/util/List;)V NegFix
com.google.javascript.jscomp.Compiler:getAllInputsFromModules(Ljava/util/List;)Ljava/util/List; NegFix
com.google.javascript.jscomp.Compiler:initBasedOnOptions()V NegFix
com.google.javascript.jscomp.JSModule:add(Lcom/google/javascript/jscomp/SourceFile;)V NegFix
com.google.javascript.jscomp.JSModule:add(Lcom/google/javascript/jscomp/CompilerInput;)V NegFix
com.google.javascript.jscomp.JSModule:getInputs()Ljava/util/List; NegFix
com.google.javascript.jscomp.CompilerInput:getName()Ljava/lang/String; NegFix
com.google.javascript.rhino.InputId:getIdName()Ljava/lang/String; NegFix
com.google.javascript.jscomp.CompilerOptions:setCodingConvention(Lcom/google/javascript/jscomp/CodingConvention;)V NegFix
com.google.javascript.rhino.Node:isGetProp()Z NegFix
com.google.javascript.jscomp.CompilerOptions:setLanguageIn(Lcom/google/javascript/jscomp/CompilerOptions$LanguageMode;)V NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processExpressionStatement(Lcom/google/javascript/rhino/head/ast/ExpressionStatement;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.jstype.ObjectType:isImplicitPrototype(Lcom/google/javascript/rhino/jstype/ObjectType;)Z NegFix
com.google.javascript.jscomp.Compiler:getErrors()[Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.jscomp.BasicErrorManager:getErrors()[Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.rhino.jstype.InstanceObjectType:isEquivalentTo(Lcom/google/javascript/rhino/jstype/JSType;)Z NegFix
com.google.javascript.jscomp.Compiler:getTypeRegistry()Lcom/google/javascript/rhino/jstype/JSTypeRegistry; NegFix
com.google.javascript.rhino.jstype.UnionTypeBuilder:addAlternate(Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/UnionTypeBuilder; NegFix
com.google.javascript.rhino.Node:extractCharno(I)I NegFix
com.google.javascript.rhino.jstype.JSType:isNominalType()Z NegFix
com.google.javascript.rhino.Node:isBlock()Z NegFix
com.google.javascript.rhino.Node:getBooleanProp(I)Z NegFix
com.google.javascript.rhino.jstype.PrototypeObjectType:getConstructor()Lcom/google/javascript/rhino/jstype/FunctionType; NegFix
com.google.javascript.rhino.jstype.InstanceObjectType:defineProperty(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/JSType;ZLcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.jstype.ObjectType:defineDeclaredProperty(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.jstype.ObjectType:hasOwnDeclaredProperty(Ljava/lang/String;)Z NegFix
com.google.javascript.rhino.jstype.PrototypeObjectType:defineProperty(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/JSType;ZLcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.jstype.PrototypeObjectType:hasOwnProperty(Ljava/lang/String;)Z NegFix
com.google.javascript.rhino.jstype.JSTypeRegistry:createNullableType(Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/JSType; NegFix
com.google.javascript.rhino.Node:isVar()Z NegFix
com.google.javascript.rhino.Node:isName()Z NegFix
com.google.javascript.rhino.Node:isFunction()Z NegFix
com.google.javascript.jscomp.Compiler:getErrorCount()I NegFix
com.google.javascript.rhino.Node:getParent()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.Compiler:prepareAst(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NegFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.PrepareAst:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NegFix
com.google.javascript.jscomp.PrepareAst:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Z)V NegFix
com.google.javascript.rhino.Node:isObjectLit()Z NegFix
com.google.javascript.jscomp.CompilerInput:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.LoggerErrorManager:<init>(Lcom/google/javascript/jscomp/MessageFormatter;Ljava/util/logging/Logger;)V NegFix
com.google.javascript.jscomp.Compiler:acceptConstKeyword()Z NegFix
com.google.javascript.jscomp.Compiler:getDefaultErrorReporter()Lcom/google/javascript/rhino/head/ErrorReporter; NegFix
com.google.javascript.jscomp.JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.NodeTraversal:getSourceName(Lcom/google/javascript/rhino/Node;)Ljava/lang/String; NegFix
com.google.javascript.jscomp.Compiler:getCodingConvention()Lcom/google/javascript/jscomp/CodingConvention; NegFix
com.google.javascript.jscomp.CompilerOptions:getCodingConvention()Lcom/google/javascript/jscomp/CodingConvention; NegFix
com.google.javascript.jscomp.SourceFile:getCode()Ljava/lang/String; NegFix
com.google.javascript.jscomp.Compiler:<init>()V NegFix
com.google.javascript.rhino.Node:getSourceFileName()Ljava/lang/String; NegFix
com.google.javascript.jscomp.CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceFile;)V NegFix
com.google.javascript.jscomp.CompilerInput:getInputId()Lcom/google/javascript/rhino/InputId; NegFix
com.google.javascript.jscomp.CompilerInput:setCompiler(Lcom/google/javascript/jscomp/AbstractCompiler;)V NegFix
com.google.javascript.jscomp.Compiler:isIdeMode()Z NegFix
com.google.javascript.jscomp.CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceAst;Lcom/google/javascript/rhino/InputId;Z)V NegFix
com.google.javascript.jscomp.CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceAst;Z)V NegFix
com.google.javascript.jscomp.CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceFile;Z)V NegFix
com.google.javascript.jscomp.JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V NegFix
com.google.javascript.jscomp.JsAst:getInputId()Lcom/google/javascript/rhino/InputId; NegFix
com.google.javascript.jscomp.JsAst:getSourceFile()Lcom/google/javascript/jscomp/SourceFile; NegFix
com.google.javascript.jscomp.SourceFile:setIsExtern(Z)V NegFix
com.google.javascript.rhino.Node:getInputId()Lcom/google/javascript/rhino/InputId; NegFix
com.google.javascript.jscomp.NodeTraversal:popScope()V NegFix
com.google.javascript.jscomp.NodeTraversal:traverse(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/NodeTraversal$Callback;)V NegFix
com.google.javascript.jscomp.NodeTraversal:traverse(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.NodeTraversal:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/NodeTraversal$Callback;)V NegFix
com.google.javascript.jscomp.NodeTraversal:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/NodeTraversal$Callback;Lcom/google/javascript/jscomp/ScopeCreator;)V NegFix
com.google.javascript.jscomp.SyntacticScopeCreator:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NegFix
com.google.javascript.jscomp.BasicErrorManager:getErrorCount()I NegFix
com.google.javascript.rhino.Node:isScript()Z NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:isReservedKeyword(Ljava/lang/String;)Z NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processName(Lcom/google/javascript/rhino/head/ast/Name;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processName(Lcom/google/javascript/rhino/head/ast/Name;Z)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.CompilerOptions:setWarningLevel(Lcom/google/javascript/jscomp/DiagnosticGroup;Lcom/google/javascript/jscomp/CheckLevel;)V NegFix
com.google.javascript.jscomp.CompilerOptions:addWarningsGuard(Lcom/google/javascript/jscomp/WarningsGuard;)V NegFix
com.google.javascript.jscomp.parsing.IRFactory:newStringNode(ILjava/lang/String;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.ParserRunner:parse(Lcom/google/javascript/rhino/jstype/StaticSourceFile;Ljava/lang/String;Lcom/google/javascript/jscomp/parsing/Config;Lcom/google/javascript/rhino/head/ErrorReporter;Ljava/util/logging/Logger;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.ComposeWarningsGuard$GuardComparator:compare(Lcom/google/javascript/jscomp/WarningsGuard;Lcom/google/javascript/jscomp/WarningsGuard;)I NegFix
com.google.javascript.jscomp.WarningsGuard:getPriority()I NegFix
com.google.javascript.jscomp.SourceFile:setCode(Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.SourceFile:setOriginalPath(Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.Compiler:createMessageFormatter()Lcom/google/javascript/jscomp/MessageFormatter; NegFix
com.google.javascript.jscomp.CompilerOptions:shouldColorizeErrorOutput()Z NegFix
com.google.javascript.jscomp.ErrorFormat$2:toFormatter(Lcom/google/javascript/jscomp/SourceExcerptProvider;Z)Lcom/google/javascript/jscomp/MessageFormatter; NegFix
com.google.javascript.jscomp.CheckLevel:isOn()Z NegFix
com.google.javascript.jscomp.CompilerOptions:enables(Lcom/google/javascript/jscomp/DiagnosticGroup;)Z NegFix
com.google.javascript.jscomp.CompilerOptions:getLanguageIn()Lcom/google/javascript/jscomp/CompilerOptions$LanguageMode; NegFix
com.google.javascript.jscomp.CompilerOptions:getWarningsGuard()Lcom/google/javascript/jscomp/WarningsGuard; NegFix
com.google.javascript.jscomp.ComposeWarningsGuard:addGuards(Ljava/lang/Iterable;)V NegFix
com.google.javascript.jscomp.DiagnosticGroup:getTypes()Ljava/lang/Iterable; NegFix
com.google.javascript.rhino.Node:setIsSyntheticBlock(Z)V NegFix
com.google.javascript.jscomp.Compiler:getDiagnosticGroups()Lcom/google/javascript/jscomp/DiagnosticGroups; NegFix
com.google.javascript.jscomp.DiagnosticGroupWarningsGuard:<init>(Lcom/google/javascript/jscomp/DiagnosticGroup;Lcom/google/javascript/jscomp/CheckLevel;)V NegFix
com.google.javascript.jscomp.LightweightMessageFormatter:<init>(Lcom/google/javascript/jscomp/SourceExcerptProvider;)V NegFix
com.google.javascript.jscomp.ComposeWarningsGuard$GuardComparator:<init>(Ljava/util/Map;)V NegFix
com.google.javascript.jscomp.ComposeWarningsGuard:<init>(Ljava/util/List;)V NegFix
com.google.javascript.jscomp.ComposeWarningsGuard:<init>([Lcom/google/javascript/jscomp/WarningsGuard;)V NegFix
com.google.javascript.jscomp.DependencyOptions:<init>()V NegFix
com.google.javascript.jscomp.AbstractCompiler:<init>()V NegFix
com.google.javascript.jscomp.CodeChangeHandler$RecentChange:<init>()V NegFix
com.google.javascript.jscomp.Compiler:<init>(Ljava/io/PrintStream;)V NegFix
com.google.javascript.jscomp.Compiler:addChangeHandler(Lcom/google/javascript/jscomp/CodeChangeHandler;)V NegFix
com.google.javascript.jscomp.PassFactory:<init>(Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.RhinoErrorReporter:forNewRhino(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/head/ErrorReporter; NegFix
com.google.javascript.jscomp.RhinoErrorReporter:forOldRhino(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/ErrorReporter; NegFix
com.google.javascript.jscomp.RhinoErrorReporter:replacePlaceHolders(Ljava/lang/String;)Ljava/util/regex/Pattern; NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:isDirective(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processAstRoot(Lcom/google/javascript/rhino/head/ast/AstRoot;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.ClosureCodingConvention:<init>()V NegFix
com.google.javascript.jscomp.ClosureCodingConvention:<init>(Lcom/google/javascript/jscomp/CodingConvention;)V NegFix
com.google.javascript.jscomp.CodingConventions$DefaultCodingConvention:getIndirectlyDeclaredProperties()Ljava/util/Collection; NegFix
com.google.javascript.jscomp.CodingConventions$Proxy:<init>(Lcom/google/javascript/jscomp/CodingConvention;)V NegFix
com.google.javascript.jscomp.BasicErrorManager:<init>()V NegFix
com.google.javascript.jscomp.AbstractMessageFormatter:<init>(Lcom/google/javascript/jscomp/SourceExcerptProvider;)V NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:parseDirectives(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.parsing.IRFactory:createTemplateNode()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory:handleJsDoc(Lcom/google/javascript/rhino/head/ast/AstNode;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/JSDocInfo; NegFix
com.google.javascript.jscomp.parsing.IRFactory:justTransform(Lcom/google/javascript/rhino/head/ast/AstNode;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory:maybeSetLengthFrom(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/head/ast/AstNode;)V NegFix
com.google.javascript.jscomp.parsing.IRFactory:newNode(I)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory:setFileOverviewJsDoc(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.parsing.IRFactory:setSourceInfo(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/head/ast/AstNode;)V NegFix
com.google.javascript.jscomp.parsing.IRFactory:transform(Lcom/google/javascript/rhino/head/ast/AstNode;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory:transformTree(Lcom/google/javascript/rhino/head/ast/AstRoot;Lcom/google/javascript/rhino/jstype/StaticSourceFile;Ljava/lang/String;Lcom/google/javascript/jscomp/parsing/Config;Lcom/google/javascript/rhino/head/ErrorReporter;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:setCharno(I)V NegFix
com.google.javascript.jscomp.CodingConventions:getDefault()Lcom/google/javascript/jscomp/CodingConvention; NegFix
com.google.javascript.rhino.Node$FileLevelJsDocBuilder:<init>(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.rhino.Node:getJsDocBuilderForNode()Lcom/google/javascript/rhino/Node$FileLevelJsDocBuilder; NegFix
com.google.javascript.rhino.Node:extractLineno(I)I NegFix
com.google.javascript.rhino.Node$StringNode:getString()Ljava/lang/String; NegFix
com.google.javascript.rhino.Node:getJSDocInfo()Lcom/google/javascript/rhino/JSDocInfo; NegFix
com.google.javascript.rhino.ScriptRuntime:getMessage0(Ljava/lang/String;)Ljava/lang/String; NegFix
com.google.javascript.rhino.ScriptRuntime:getMessage(Ljava/lang/String;[Ljava/lang/Object;)Ljava/lang/String; NegFix
com.google.javascript.rhino.Node:getCharno()I NegFix
com.google.javascript.rhino.Node:getNext()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:setInputId(Lcom/google/javascript/rhino/InputId;)V NegFix
com.google.javascript.rhino.InputId:<init>(Ljava/lang/String;)V NegFix
com.google.javascript.rhino.Node:setJSType(Lcom/google/javascript/rhino/jstype/JSType;)V NegFix
com.google.javascript.rhino.Node:setOptionalArg(Z)V NegFix
com.google.javascript.rhino.jstype.AllType:isAllType()Z NegFix
com.google.javascript.rhino.jstype.ArrowType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;)V NegFix
com.google.javascript.rhino.jstype.ArrowType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;Z)V NegFix
com.google.javascript.rhino.jstype.BooleanType:getDisplayName()Ljava/lang/String; NegFix
com.google.javascript.rhino.jstype.BooleanType:toStringHelper(Z)Ljava/lang/String; NegFix
com.google.javascript.rhino.jstype.ErrorFunctionType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;)V NegFix
com.google.javascript.rhino.jstype.FunctionBuilder:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NegFix
com.google.javascript.rhino.jstype.FunctionBuilder:forNativeType()Lcom/google/javascript/rhino/jstype/FunctionBuilder; NegFix
com.google.javascript.rhino.jstype.FunctionBuilder:withParamsNode(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/FunctionBuilder; NegFix
