com.google.javascript.jscomp.DefaultPassConfig:getCodeRemovingPasses()Ljava/util/List; CleanFix
com.google.javascript.jscomp.DefaultPassConfig:assertAllLoopablePasses(Ljava/util/List;)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig:getAdditionalReplacements(Lcom/google/javascript/jscomp/CompilerOptions;)Ljava/util/Map; NoneFix
com.google.javascript.jscomp.DefaultPassConfig:isInliningForbidden()Z NoneFix
com.google.javascript.jscomp.OptimizeParameters:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/SimpleDefinitionFinder;)V NoneFix
com.google.javascript.jscomp.AnalyzePrototypeProperties$NameContext:<init>(Lcom/google/javascript/jscomp/AnalyzePrototypeProperties;Lcom/google/javascript/jscomp/AnalyzePrototypeProperties$NameInfo;)V NoneFix
com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo:<init>(Lcom/google/javascript/jscomp/AnalyzePrototypeProperties;Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo:getDeepestCommonModuleRef()Lcom/google/javascript/jscomp/JSModule; NoneFix
com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo:isReferenced()Z NoneFix
com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo:markReference(Lcom/google/javascript/jscomp/JSModule;)Z NoneFix
com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties:<init>(Lcom/google/javascript/jscomp/AnalyzePrototypeProperties;)V NoneFix
com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties:<init>(Lcom/google/javascript/jscomp/AnalyzePrototypeProperties;Lcom/google/javascript/jscomp/AnalyzePrototypeProperties$1;)V NoneFix
com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties:enterScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties:exitScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties:isGlobalFunctionDeclaration(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties:isPrototypePropertyAssign(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.AnalyzePrototypeProperties$PropagateReferences:traverseEdge(Lcom/google/javascript/jscomp/AnalyzePrototypeProperties$NameInfo;Lcom/google/javascript/jscomp/JSModule;Lcom/google/javascript/jscomp/AnalyzePrototypeProperties$NameInfo;)Z NoneFix
com.google.javascript.jscomp.AnalyzePrototypeProperties:getAllNameInfo()Ljava/util/Collection; NoneFix
com.google.javascript.jscomp.AnalyzePrototypeProperties:getNameInfoForName(Ljava/lang/String;Lcom/google/javascript/jscomp/AnalyzePrototypeProperties$SymbolType;)Lcom/google/javascript/jscomp/AnalyzePrototypeProperties$NameInfo; NoneFix
com.google.javascript.jscomp.AnalyzePrototypeProperties:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ReplaceCssNames:getCssRenamingMap()Lcom/google/javascript/jscomp/CssRenamingMap; NoneFix
com.google.javascript.jscomp.CheckAccidentalSemicolon:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Compiler:compileInternal()V NoneFix
com.google.javascript.jscomp.Compiler:normalize()V NoneFix
com.google.javascript.jscomp.Compiler:optimize()V NoneFix
com.google.javascript.jscomp.DefaultPassConfig$80$1:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig$80;Lcom/google/javascript/jscomp/AbstractCompiler;)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig$80$1:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig$87:createInternal(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/jscomp/CompilerPass; NoneFix
com.google.javascript.jscomp.DefaultPassConfig$88:createInternal(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/jscomp/CompilerPass; NoneFix
com.google.javascript.jscomp.PhaseOptimizer:consume(Ljava/util/List;)V NoneFix
com.google.javascript.jscomp.RenameVars:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Ljava/lang/String;ZZZZLcom/google/javascript/jscomp/VariableMap;[CLjava/util/Set;)V NoneFix
com.google.javascript.jscomp.Compiler:getCssRenamingMap()Lcom/google/javascript/jscomp/CssRenamingMap; NoneFix
com.google.javascript.jscomp.ConvertToDottedProperties:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ConvertToDottedProperties:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig:combineChecks(Lcom/google/javascript/jscomp/AbstractCompiler;Ljava/util/List;)Lcom/google/javascript/jscomp/HotSwapCompilerPass; NoneFix
com.google.javascript.jscomp.RenameLabels$DefaultNameSupplier:<init>()V NoneFix
com.google.javascript.jscomp.AstValidator:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig$8$1:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig$8:createInternal(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/jscomp/HotSwapCompilerPass; NoneFix
com.google.javascript.jscomp.CollapseVariableDeclarations$GatherCollapses:<init>(Lcom/google/javascript/jscomp/CollapseVariableDeclarations;Lcom/google/javascript/jscomp/CollapseVariableDeclarations$1;)V NoneFix
com.google.javascript.jscomp.CollapseVariableDeclarations$GatherCollapses:canBeRedeclared(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/Scope;)Z NoneFix
com.google.javascript.jscomp.CollapseVariableDeclarations$GatherCollapses:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.CollapseVariableDeclarations:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NoneFix
com.google.javascript.jscomp.CollapseVariableDeclarations:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Compiler:getRoot()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.CompilerOptions:getAliasTransformationHandler()Lcom/google/javascript/jscomp/CompilerOptions$AliasTransformationHandler; NoneFix
com.google.javascript.jscomp.DefaultPassConfig$10:createInternal(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/jscomp/HotSwapCompilerPass; NoneFix
com.google.javascript.jscomp.VarCheck$NameRefInExternsCheck:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner:createSourceInputs(Ljava/util/List;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner:doRun()I NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner:setRunOptions(Lcom/google/javascript/jscomp/CompilerOptions;)V NoneFix
com.google.javascript.jscomp.ClosureOptimizePrimitives$FindObjectCreateCalls:<init>(Lcom/google/javascript/jscomp/ClosureOptimizePrimitives;)V NoneFix
com.google.javascript.jscomp.ClosureOptimizePrimitives$FindObjectCreateCalls:<init>(Lcom/google/javascript/jscomp/ClosureOptimizePrimitives;Lcom/google/javascript/jscomp/ClosureOptimizePrimitives$1;)V NoneFix
com.google.javascript.jscomp.ClosureOptimizePrimitives$FindObjectCreateCalls:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ClosureOptimizePrimitives:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ClosureOptimizePrimitives:processObjectCreateCalls(Ljava/util/List;)V NoneFix
com.google.javascript.jscomp.ControlStructureCheck:check(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ControlStructureCheck:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ProcessClosurePrimitives:getExportedVariableNames()Ljava/util/Set; NoneFix
com.google.javascript.jscomp.CheckGlobalThis:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NoneFix
com.google.javascript.jscomp.CheckGlobalThis:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ExploitAssigns:<init>()V NoneFix
com.google.javascript.jscomp.ExploitAssigns:optimizeSubtree(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.WarningLevel:addDefaultWarnings(Lcom/google/javascript/jscomp/CompilerOptions;)V NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processRegExpLiteral(Lcom/google/javascript/jscomp/mozilla/rhino/ast/RegExpLiteral;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:process(Lcom/google/javascript/jscomp/mozilla/rhino/ast/AstNode;)Ljava/lang/Object; NoneFix
com.google.javascript.rhino.jstype.TernaryValue:forBoolean(Z)Lcom/google/javascript/rhino/jstype/TernaryValue; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner:streamToOutputWriter(Ljava/io/OutputStream;)Ljava/io/Writer; NoneFix
com.google.javascript.jscomp.PeepholeReplaceKnownMethods:<init>()V NoneFix
com.google.javascript.jscomp.ReferenceCollectingCallback:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ClosureCodeRemoval$FindAbstractMethods:<init>(Lcom/google/javascript/jscomp/ClosureCodeRemoval;Lcom/google/javascript/jscomp/ClosureCodeRemoval$1;)V NoneFix
com.google.javascript.jscomp.ClosureCodeRemoval$FindAbstractMethods:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ClosureCodeRemoval:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;ZZ)V NoneFix
com.google.javascript.jscomp.ComposeWarningsGuard:disables(Lcom/google/javascript/jscomp/DiagnosticGroup;)Z NoneFix
com.google.javascript.jscomp.PhaseOptimizer$LoopInternal:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.StatementFusion:<init>()V NoneFix
com.google.javascript.jscomp.StatementFusion:optimizeSubtree(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setAcceptConstKeyword(Z)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setClosureEntryPoints(Ljava/util/List;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setCreateNameMapFiles(Z)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setDefine(Ljava/util/List;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setExterns(Ljava/util/List;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setJs(Ljava/util/List;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setJscompDevMode(Lcom/google/javascript/jscomp/CompilerOptions$DevMode;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setLanguageIn(Ljava/lang/String;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setLoggingLevel(Ljava/lang/String;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setModule(Ljava/util/List;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setModuleWrapper(Ljava/util/List;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setOutputManifest(Ljava/util/List;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setOutputWrapper(Ljava/lang/String;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setPrintPassGraph(Z)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setPrintTree(Z)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setPropertyMapInputFile(Ljava/lang/String;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setPropertyMapOutputFile(Ljava/lang/String;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setSummaryDetailLevel(I)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setVariableMapInputFile(Ljava/lang/String;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setVariableMapOutputFile(Ljava/lang/String;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$RunTimeStats:recordEndRun()V NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$RunTimeStats:recordStartRun()V NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$WarningGuardSpec:access$200(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$WarningGuardSpec;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner:createDefineOrTweakReplacements(Ljava/util/List;Lcom/google/javascript/jscomp/CompilerOptions;Z)V NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner:createExterns()Ljava/util/List; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner:enableTestMode(Lcom/google/common/base/Supplier;Lcom/google/common/base/Supplier;Lcom/google/common/base/Supplier;Lcom/google/common/base/Function;)V NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner:getCommandLineConfig()Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner:getCompiler()Lcom/google/javascript/jscomp/Compiler; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner:getDiagnosticGroups()Lcom/google/javascript/jscomp/DiagnosticGroups; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner:getErrorPrintStream()Ljava/io/PrintStream; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner:getInputCharset()Ljava/nio/charset/Charset; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner:getOutputCharset()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner:isInTestMode()Z NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner:run()V NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$900(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.CommandLineRunner:createCompiler()Lcom/google/javascript/jscomp/Compiler; NoneFix
com.google.javascript.jscomp.CommandLineRunner:createExterns()Ljava/util/List; NoneFix
com.google.javascript.jscomp.CommandLineRunner:createOptions()Lcom/google/javascript/jscomp/CompilerOptions; NoneFix
com.google.javascript.jscomp.CommandLineRunner:initConfigFromFlags([Ljava/lang/String;Ljava/io/PrintStream;)V NoneFix
com.google.javascript.jscomp.Compiler:setLoggingLevel(Ljava/util/logging/Level;)V NoneFix
com.google.javascript.jscomp.CompilerOptions:setSummaryDetailLevel(I)V NoneFix
com.google.javascript.jscomp.CompilerOptions:setTweakProcessing(Lcom/google/javascript/jscomp/CompilerOptions$TweakProcessing;)V NoneFix
com.google.javascript.jscomp.PhaseOptimizer$NamedPass:access$600(Lcom/google/javascript/jscomp/PhaseOptimizer$NamedPass;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.PhaseOptimizer:access$900(Lcom/google/javascript/jscomp/PhaseOptimizer;)Lcom/google/javascript/jscomp/CodeChangeHandler$RecentChange; NoneFix
com.google.javascript.jscomp.PhaseOptimizer:clearLoopsRun()V NoneFix
com.google.javascript.jscomp.PhaseOptimizer:getLoopsRun()Ljava/util/List; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:<init>()V NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$RunTimeStats:<init>(Lcom/google/javascript/jscomp/AbstractCommandLineRunner;)V NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$WarningGuardSpec:clear()V NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner:<init>(Ljava/io/PrintStream;Ljava/io/PrintStream;)V NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags$BooleanOptionHandler:<init>(Lorg/kohsuke/args4j/CmdLineParser;Lorg/kohsuke/args4j/OptionDef;Lorg/kohsuke/args4j/spi/Setter;)V NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags$WarningGuardSetter:<init>(Lorg/kohsuke/args4j/spi/Setter;Lcom/google/javascript/jscomp/CheckLevel;Lcom/google/javascript/jscomp/CommandLineRunner$1;)V NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags$WarningGuardWarningOptionHandler:<init>(Lorg/kohsuke/args4j/CmdLineParser;Lorg/kohsuke/args4j/OptionDef;Lorg/kohsuke/args4j/spi/Setter;)V NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:<init>()V NoneFix
com.google.javascript.jscomp.CommandLineRunner:<init>([Ljava/lang/String;Ljava/io/PrintStream;Ljava/io/PrintStream;)V NoneFix
com.google.javascript.jscomp.CommandLineRunner:shouldRunCompiler()Z NoneFix
com.google.javascript.jscomp.MinimizeExitPoints:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.PhaseOptimizer$LoopInternal:addLoopedPass(Lcom/google/javascript/jscomp/PassFactory;)V NoneFix
com.google.javascript.jscomp.PrintStreamErrorManager:setSummaryDetailLevel(I)V NoneFix
com.google.javascript.jscomp.ReplaceCssNames$Traversal:<init>(Lcom/google/javascript/jscomp/ReplaceCssNames;Lcom/google/javascript/jscomp/ReplaceCssNames$1;)V NoneFix
com.google.javascript.jscomp.ReplaceCssNames$Traversal:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ReplaceCssNames:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Ljava/util/Map;)V NoneFix
com.google.javascript.jscomp.ReplaceCssNames:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.OperaCompoundAssignFix:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.RenameVars:getVariableMap()Lcom/google/javascript/jscomp/VariableMap; NoneFix
com.google.javascript.jscomp.Denormalize:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.RenameVars:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ShadowVariables$DoShadowVariables:<init>(Lcom/google/javascript/jscomp/ShadowVariables;Lcom/google/javascript/jscomp/ShadowVariables$1;)V NoneFix
com.google.javascript.jscomp.ShadowVariables$DoShadowVariables:enterScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.ShadowVariables$DoShadowVariables:exitScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.ShadowVariables$DoShadowVariables:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ShadowVariables$GatherReferenceInfo:<init>(Lcom/google/javascript/jscomp/ShadowVariables;Lcom/google/javascript/jscomp/ShadowVariables$1;)V NoneFix
com.google.javascript.jscomp.ShadowVariables$GatherReferenceInfo:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ShadowVariables:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Ljava/util/SortedMap;Ljava/util/SortedSet;Ljava/util/Map;)V NoneFix
com.google.javascript.jscomp.ShadowVariables:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.CheckUnreachableCode$ReachablePredicate:apply(Lcom/google/javascript/jscomp/graph/GraphReachability$EdgeTuple;)Z NoneFix
com.google.javascript.jscomp.CheckUnreachableCode:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/CheckLevel;)V NoneFix
com.google.javascript.jscomp.CheckUnreachableCode:enterScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.CheckUnreachableCode:exitScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.CheckUnreachableCode:initScope(Lcom/google/javascript/jscomp/ControlFlowGraph;)V NoneFix
com.google.javascript.jscomp.CheckUnreachableCode:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.CheckUnreachableCode:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.graph.GraphReachability$EdgeTuple:<init>(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)V NoneFix
com.google.javascript.rhino.Node$SideEffectFlags:setThrows()V NoneFix
com.google.javascript.jscomp.OperaCompoundAssignFix:enterScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.OperaCompoundAssignFix:exitScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.OperaCompoundAssignFix:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Denormalize:maybeCollapseIntoForStatements(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Denormalize:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.MinimizeExitPoints:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.OptimizeArgumentsArray:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.OptimizeArgumentsArray:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.PeepholeRemoveDeadCode:tryOptimizeBlock(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.Strings:isEmpty(Ljava/lang/String;)Z NoneFix
com.google.javascript.jscomp.ProcessDefines$CollectDefines:updateAssignAllowedStack(Lcom/google/javascript/rhino/Node;Z)V NoneFix
com.google.javascript.jscomp.RemoveUnusedVars:traverseAndRemoveUnusedReferences(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.CombinedCompilerPass$CallbackWrapper:<init>(Lcom/google/javascript/jscomp/NodeTraversal$Callback;)V NoneFix
com.google.javascript.jscomp.CombinedCompilerPass$CallbackWrapper:enterScopeIfActive(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.CombinedCompilerPass$CallbackWrapper:exitScopeIfActive(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.Compiler:endPass()V NoneFix
com.google.javascript.jscomp.Compiler:maybeSanityCheck()V NoneFix
com.google.javascript.jscomp.Compiler:process(Lcom/google/javascript/jscomp/CompilerPass;)V NoneFix
com.google.javascript.jscomp.Compiler:startPass(Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.InlineVariables$InliningBehavior:doInlinesForScope(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/jscomp/ReferenceCollectingCallback$ReferenceMap;)V NoneFix
com.google.javascript.jscomp.NodeUtil:isUndefined(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.NodeUtil:tryMergeBlock(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.PassFactory$1:createInternal(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/jscomp/CompilerPass; NoneFix
com.google.javascript.jscomp.PeepholeCollectPropertyAssignments:optimizeSubtree(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
